73	blin	ውራ ኣኽዲነ ውራ ደአም ልዊ ንሂቲ አድሮ ወንተርድዅን ልዊ ኒኒ ኩእቍራ ገርዳ አኽግረሪማ ዮ ወንቀርዅሉ ጋዊነስ ።
74	tigre	ዐደርዴ ሐጋት ፡ ሐጋት አቅርደት ፡ ተሰነይ ሐጋት ፥ ሓጋት ከረን ወለመስሉ ዝያደት ለአትቀባበለ እቱ አካናት አው መዳይን ቱ ።
75	tigrinya	እታ ዝፈርሃ መጺኣትኒ ምበር ፡ ወይ ኣነ ጉዳም ብምባል ብውሽጣ ሰሓቐት ።
76	blin	ገመኒል ፈሩኑኻ ቈንሹ እማ ገመኒል ገእሰጊንካ ይረን ይድ ውራ ኡተለ እን እንቲ ቃይረውልድ ይድኻ ሰጅርጝ ፡ ይአደረድኻ ሲዅርጝ ኡታማ ይቲሉ ወንኪረስ ።
77	blin	ዓያ ውራ ጀረብድኖ ጉም ሕጨ ።
78	amharic	ብልጽግና በአብዮታዊ እርምጃ ካልጸዳ እንደጣና ባሕር በእምቦጭ ይወረራል
79	tigre	ለሔሰት ምን እለ ወሐር እግል ትምጸእ ቱ እንሻላ ።
80	amharic	ጳውሎስ በቆሮንቶስ አገልግሎቱ ራሱን ለመቻል መሰል አማኞች ከሆኑት ከአቂላና ከጵርስቅላ ጋር ድንኳን ሰፊ ሆኖ ይሥራ ነበር ።
81	blin	ይነዲ እን ገመናዲ ላገሽ ሽካ ልዊ ሰልብነ ሻኽንዅን ።
82	tigre	እትለ ከርሱ ይእቀድር ለትብል ፈርሀት ወፍክረት ሐዋኒት ሀሌት ምንገብእ ምን ሰድዎመ ኢቀንጽ ።
83	tigre	እት ዐባዪ ሀዬ ከብድ ።
84	tigre	ላኢ ለእለ ለመድከ ኢረከብከ እተ ምን ገብእ ፡ ኣክል አዬ ለትኬለመት ወለመረት ተ ገብእ ።
85	tigre	ዐሊ ክለ ለእግለ ልብል ቅዊት እቱ እት እንተ ፡ ለእተ እዴሁ ዐለት ረክበት ገኖ እግለ ከረ ከእግል ሰላት ነወ ።
86	amharic	ይሄ ለውጥ ከመምጣቱ በፊት እኛ አሜሪካ ሲያትል ላይ ከሀገር ውስጥም ውጪ ያለን የፖለቲካ ሃይሎች ተሰባስበን ነው ጉዳዩን በዋና አጀንዳነት ያስቀመጥነው ።
87	geez	ወአይድዐክሙ ኪዳኖ ዘአዘዘክሙ ከመ ትግበሩ ዐሥሩ ቃለ ወጸሐፎን ውስተ ክልኤቲ ጽላት ዘእብን ።
88	blin	እን ጉባኤት ተልድክ ድ ስትራስክ መለኮሉ እርገው እን ስዩምር ቅብሊው እርግኑዅ ።
89	geez	ከመ ሐጸ ደቂቅ ኮነ መቅሠፍቶሙ ። ወደክመ ለሳኖሙ በላዕሌሆሙ
90	tigrinya	ኣግራብ ዋላ እኳ ኣገደስቲ ዘቤታዊ ምንጪ ጽዓት እንተዀኑ ፡ ብዘይ ኣገባብ ክቑረጹን ክበርሱን ኣይግባእን ።
91	amharic	የቴማ ነጋዴዎች ይፈልጓቸዋል ፤ የሳባም መንገደኞች እነሱን ይጠባበቃሉ ።
92	blin	ገመና ወንኪራ ለብዶሰነሉ ፡ ሱሰትኽር
93	amharic	ኦሮሞ ያልሆነ ሲታረድና ንብረቱ ሲቃጠል ለገዳይ ስትጮሁ አይተናል ።
94	tigrinya	ኣፈኛ ሰራዊት ካሜሩን ኮሎኔል ዲዴር ባድጀክ ብወገኑ ኣብ ዝሃቦ ሓበሬታ ፡ ኣጋር ሰራዊት ሃገሩ ብሓይሊ ኣየር ጫድ ተሓጊዙ ኣብ ልዕሊ ቲ ዕጡቕ መጠነ ሰፊሕ መጥቃዕቲ ከካይድ ከምዝቐነየ ገሊጹ ።
95	geez	ወአውሥኦሙ ፋቤል ወይቤሎሙ ኢይቤለክሙኑ ኢተዐምፁ ሕፃነ ወኢሰማዕክሙኒ ናሁ ዮም ደሙ ይትኀሠሠክሙ ።
96	amharic	መሠረቱም መሠረታዊ ወገንተኝነት እንጂ ዘረኝነት ባልሆነ ።
97	amharic	የእስራኤሉ ጠቅላይ ሚንስትር ቤንያሚን ኔታንያሁ በዘር በሐይማኖት በፖለቲካ መርሕ በሥልጣን ዘመንም ከመሐመድ ዓሊ ፓሻ ጋር ጨርሶ አይገናኙም ።
98	tigre	ሓምድ ክእነ ለትመስል ምስዳር ነስእ ዐለ ።
99	geez	ወታገብኦሙ ለሌዋውያን ኀበ አሮን እኁከ ወኀበ ደቂቁ ካህናት እስመ ሀብትየ ውሁባን ሊተ እሙንቱ እምውስተ ደቂቀ እስራኤል ።
100	tigre	ኦሮ ምነ ለዐበ ወቀይ ፡ ለአምበል አትካራም ገብእ ለዐለ ሐረካት ወፍዕል አባይ ናይ ራቀቦት ሽቅል ቱ ።
101	amharic	መብራት ስልክ ኢንተርኔት የተዘጋው ድልድይ ተሰብሮ ነው ማለት ነው
102	amharic	ፍቅር ካለ ያለን መሬት ለሁላችንም በቂ ነው
103	tigre	እት ሌለትለ ምዕል ለሀ ፡ ርኢስ ኢሰያስ እግል ሕሽመት ክልኢቶም ለሩአሰ ፡ ዐዙመት ድራር እት ቀስር ሕኩመት ወደ እሎም ።
104	amharic	ይኸውም ቅዳሜ ማታ ጠቅላይ ሚኒስትር ዓብይ አህመድ አርፈውበት ነበር በተባለው ወተር ጌት ሆቴል ኛ ፎቅ ላይ የተካሄደው ነው ።
105	blin	እማ እና ኣገው ስሔሩ ይስቶ አርእስተው ኣገው-ለንካ አውንትልድ ብሊን ይስትድኖ ተርሲኒዅን ውሪዃ ኣገው ያዅ ከብተ ብሊን ይስትንዅን ድወው ኣክትበት ድኳ ዋነገን ፣
106	tigrinya	ዓዲ ቐይሕ ቀሺ ሃይለሚካኤል መንገሻ ግደ ምባል ተሪፉ ፡ ቀሺ ሚካኤል መንገሻ ግደ ተባሂሉ ይተኣረመለይ ስለዝበለ ፣ ዝቃወም እንተሎ ፡ ን ኣብ ቤ ፍ ይቕረብ ።
107	geez	ወተሠጥወ አሐዱ እምኔሆሙ ወይቤ መኑ አቡሁ አኮኑ ቂስ ፤ በበይነ ዝንቱ ኮነ አምሳል ወይቤሉ ሳኦልኒ ውስተ ነቢያትኑ ።
108	blin	እና ድግም አወት ሀደግሳዅሲ ተካዅ ኰዶ አሪ ድግም ድርጝ ያዅ ህምበኵ ።
109	tigrinya	ንሳ ናብ ንጉስ ዝወሰዳ ቀንዲ ጉዳይ ፡ ብዛዕባ እቲ ኣሸጊሩኒ እትብሎ በዓልቤታ ንምጥራዕ እዩ ነይሩ ።
110	geez	ወጻድቃንሰ ይወርስዋ ለምድር ፤ ወይነብሩ ውስቴታ ለዓለመ ዓለም ።
111	blin	እማ ገድም ሓለት አወት ሀደግሳዅሲ ፈሀምኒ መታን እና ተለያዅል ላሕመድ ከተብሶ ህምባዅሲ መኸልትንን ።
112	amharic	በቅርቡም ይህንን ሃሳብ እውን የሚያደርግ ነገር ተከስቷል ተዋናዮቹ ኮርትኒ ኮክስ በፍሬንድስ ገፀ ባህርይ ስሟ ሞኒካ ቤት ተሰባስበው ነበር ።
113	tigrinya	ትራምፕ ወሲኹ ኣብ ብወተሃደራት ኣመሪካ ዝተቐትለ መራሒ ኣልቓዒዳ ኦሳማ ቢንላደን ኣብ ፓኪስታን ዝተሓብኣሉ ቦታ ሰብ መዚ ፓኪስታን ይፈልጡ ምንባሮም ገሊጹ ።
114	tigre	ሐሊብ እም እግል ራክብ ወሓግል እግል ክሉ ጅነ አክል- አሕድ ለአትሐዝዩ ።
115	blin	ቲቢ ማይኮባክተሪያ ቱበርኩሎሲስ ይስታዅ ባክተሪየድ እንተራ ሹዅዳ ኣኾ ፡ ንኪ
116	blin	ደምበሪ ክሰረት ዓገርተድ ኒዳን ፡ ብሪ-ጃር ቋልዲያ ዮ እንቱዅ ።
117	tigre	ዕልቦም እንዴ ወሰከ እግል ኢልጽነሕዉ ፈርሀ ምኖም ።
118	amharic	በሦስተኛው መዝገብ ላይ የብሔራዊ መረጃና ደህንነት አገልግሎት የሥራ ኃላፊዎችና ሠራተኞች በጠቅላላው ክሶች ተመስርቶባቸዋል ።
119	blin	እን እንሽዋ ግናዪ ፡ ድሙራ ካነልትል ዓረግነስ ቂልሳዅሲ ቋልዶሰና ደይዕቲ ፤ እማ ድሙረስ ንሰና ይሮ ጀኺቲሉ ፣ እንቲ
120	blin	ዓስከር ድብሊውዲ ና በራጊዲ ዓደድ ኣከው መልሻዲ ምምሕዳራትሊ እርገውዲት መርሒነ አርባ ከረኮንዲ ታህዳይድትል ሓደርኑዅ ።
121	blin	ቈንሹኻ ብትሮ ንር ሻሚል ከፍ ይሮ ዲዊቲሉ ።
122	tigre	አሰይድ አብርሄ እት ደንጎበ ፡ ስካን ዲብ ሰርገለ መሽሮዕ ለአርአወ መሻረከት ወሰዳይት እንዴ ሐመደ ፡ መትነፈዕ ራትዕ እግል ለሀሌ ትፋነ ።
123	tigrinya	ንምንታይ ከምኡ ይግበር ተባሂሉ ንዝቐርብ ሕቶ ፡ ግዜ ንምቚጣብ ዝብል መልሲ ይወሃቦ ።
124	tigre	ዔማት ክል ሰኔት እንቲ ድሉይ ኢኮን ምሕሊልኪ ።
125	blin	ውረድ እን ቋራ ሸረብስ ሮሰና ሕብር አረባዲ ፡ ጫዕዳዅዲ በርሃ ሽኻሩዅ ኣኾ ቋልስተኵ ።
126	geez	ወእቤለክሙ በውእቶን መዋዕል እንዘ እብል ኢይክል ባሕቲትየ ክሂሎተክሙ ።
127	tigrinya	ወልፊ ዘለዎ መንእሰይ ምስ ኣመሉ ከይተፋትሐ ክምርዖ ኣይክእልን ዩ ።
128	tigre	ለለአትስሕቅ መዕሉማት መውኑ ።
129	tigrinya	ኣብ ዓ ም ብደብዳብ ምስ ዓነወ ድማ ኣብ ናጽነት ዝተረከብናዮ ሓሙኽሽቲ ጥራይ እዩ ።
130	tigre	ወእለን አክራናት እለን እተ ሰልፋያት አውረሐት መትሐናኑ ጠመኒነት ወተስጂዕ ገበአ እሉ ፣ እዘን ናይለ ሐ ነት ሐቆ ሐቴ ሳምን ምን መትሐናኑ እት ለአነብተ መጸአ ።
131	amharic	እንደ ትራንስፓረንሲ ኢንተርናሽናል በነዚህ ሃገራት የሂሳብ ተቆጣጣሪ ቷቋማት ደካማ ሲሆኑ ብዙውን ጊዜም ከመንግሥት ነፃ አይደሉም ።
132	blin	ኣገው ጉሊው ኣዊዲ ኩሊሲዲ ኣገው-ምድር ሊ መንደርተው ይስትኖ አረእስተነኵ ።
133	tigrinya	ክንብገስ እንከለና ኣትሒዝና ብጓይላን ጸወታን ኢና ንኸይድ ነይርና ።
134	tigre	አየ ሀሌኮ ጸርነ መጅሙዐቼ አየ ሀሌት ? ሚ ገብአኮ በህለት ቱ ? እት ትብል እት ሕሳባት ገብአት ።
135	tigrinya	ናብ መርዓ ምበር ፖሊስ ጸዊዕዎ ዝመጸ ይመስል ኣይነበረን ።
136	tigre	ፈረስ ወሬሕ እት ምቅርብነ ትከልኡ ።
137	amharic	በዚህ አከባቢ ተፈፀመ የተባለዉን ጥቃት ያረጋገጡት የቤጊ ከተማ የፀጥታ ጉዳዮች ሃላፊ አቶ ሃሩን በቀለ ናቸዉ ።
138	tigre	ምናተ ለሀይከ ምን ለሀይ እንዴ ወርሰ ጸንሐተነ ።
139	amharic	በአማርኛ የቀረበ ስጋን መመገብ ብናቆም በሰውነታችን ላይ የምናያቸው አስገራሚ ለውጦች ይመልከቱ ላይክ እና ሼር በማድረግ ለወዳጅዎ ያጋሩ ።
140	geez	ወይቤሎሙ ኢየሱስ አርኅውዋ ለይእቲ በዐት ወአምጽእዎሙ ኀቤየ ለእልክቱ ነገሥት ኀምስቱ እምነ ይእቲ በዐት ።
141	geez	እስመ ገብርከ ተሐበዮ ለዝ ሕፃን እምኀበ አቡሁ ወይቤሎ ለእመ ኢያግባእክዎ ኀቤከ ወኢያቀምክዎ ቅድሜከ ጊጉየ ለእኩን ላዕሌከ አባ በኵሉ መዋዕለ ሕይወትየ ።
142	tigrinya	ኣብ ፖሊስ ዘእተኽዎ ክሲ ዉን ከይደ ክስሕቦ የ
143	tigrinya	ብርጌድ ድማ ኣብ ዓዲ ዕለ ከም ሪዘርቫ ዩ ነይሩ ።
144	geez	ወአውሥኦ ውእቱ ወልድ ዘይቀውም ላዕለ እለ የዐፅዱ ወይቤ እንታክቲ ወለት ሞአባዊት እንተ ገብአት ምስለ ኖሔሚን እምነ ሐቅለ ሞአብ ።
145	amharic	የራሳቸውን ህንጻ ዘግተው የሚከራዩ ተቋማት ይዞታቸው ሊነጠቅ ነው ።
146	tigre	ልሰዕ ለሸዐብ እንዴ ኢልትፈንጠር ህዬ ፡ ዐጀላት ምን ሰብኡ አው ጻብጣመን ለዐለው ዲብ ነዙዑወን እግል ለአኩበን አምበተው ።
147	tigre	ምን ኮማንዶ መሪነ ናቫል በይዝ ዲብ ገጽ ልተላሌ እብራሂም ሳልም አዜ እተ ለሐልፈት ጥብዐት ኤረትርየ ሐዳስ ።
148	tigrinya	ሓይሊ ናይ ወገን ዩ እዚ ምዕባለታትን ተበግሶታትን ዘምጸአ ።
149	tigre	ዲብ ጠናስ ሳዐት ፡ አደሓቱ ለበጽሐነ ።
150	tigrinya	ብሉጻት መሓዙት ድማ ንኸውን ።
151	tigrinya	ትፈልጢ ዲኺ ፡ ብዘይቃልዓለም ኣነ ብዘይክኣ ዝምነዮ የብለይን ።
152	blin	ውረድ ገቢለት ይናዅ ጃር ደርብሲ ተለይነስ ቋላዅድ ለጛ ገንዲል ህምበው ግን ።
153	geez	ኤልአናን ወልደ ዱል አበ እኁሁ በቤተ ልሔም ።
154	tigre	አጊድ ለመጽአ ለሔሰ ወለሸፍገ በክት ሐዮት ሰበት ረክብ ሀዬ እት ዕንነ ለትረኤነ አከይ ዓፍየት አጊድ እት ሐኪም ንምጸእ እበ ለትብል ነሲሐቱ አትዐረ ።
155	blin	ይዅላ ጉምጉመራ ቈንሹት ።
156	geez	ወአምጽእዎ አልባሲሁ ኀበ ሙሴ ወደብተራሂ ወንዋያ ወመናስግቲሃ ወአዕማዲሃ ወመካይዲሃ ፤
157	geez	ወዮምኒ አንትሙ ኀደግሙ ተሊዎቶ ለእግዚአብሔር ወእምከመ አንትሙ ዮም ክሕድክምዎ ለእግዚአብሔር ጌሠመ ላዕለ ኵሉ እስራኤል ይከውን መቅሠፍት ።
158	tigre	ዲብ ሐርብ ከረን ላኪን ፡ ናይ ምፍጋር ወምዳቅ ጸሓይ ሐረት ለሰንዑ ስለሕቱ ለእሉ ረከብነ ።
159	tigrinya	ነቲ ሬሳታት ንኽልቲኡ ወሲድና ኣብ ዘይፍለጥ ቦታ ሓባእናዮ ።
160	tigre	ዕምሩ ምን ሸበት ደረቡ እንዴ ረፍዐ እት ዕቢነ ሐቆለ ሸብብ በሀለት ሰነት ሐቆለ ገብእ ።
161	tigrinya	ወላ ካብ ኣሃዱና ንዀብልል ብእኡ ኣመሳሚሱ ከፈራርሓና ከነፍቅድ የብልናን ።
162	tigre	አሀ ፡ ጸርነ ሚ ረከብኩም ? ትሰአለ ዐብደል ።
163	tigrinya	ናይ ነዊሕ እዋን ራኢ ድማ ደፋእቲ ረቛሒታት ፍልሰት-ኣእምሮ ብምፍዋስ ዋሕዚ ስደት ምሁራት ኣፍሪቃ ምቕላስን ፡ ኣፍሪቃዊ ኣእምሮ ኣብ ረብሓ ኣፍሪቃ ክውዕል ምጽዓር እዩ ።
164	tigrinya	ተኹላ ግን ፡ ቈርበት በጊዕ ስለዝተኸድነ ከጋግዮ ዝኽእል የልቦን ።
